year	duration_min	rating	name_rus	director	name_eng	vote_count	main_actors
2015	90	5.121	12 раундов 3	Стивен Рейнольдс	12 Rounds 3: Lockdown	290	['Джонатан Гуд', 'Роджер Р. Кросс']
2013	84	0.0	Последствия	Thomas Farone	Aftermath	0	['Энтони Майкл Холл', 'Джэми Харольд']
2014	81	0.0	Никудышный вальс	Клара Мамет	Two-Bit Waltz	0	['Клара Мамет', 'Уильям Х. Мэйси']
2015	127	5.098	Чирак	Спайк Ли	Chi-Raq	484	['Ник Кэннон', 'Тейона Паррис']
2015	94	0.0	Навсегда	Tatia Pilieva	Forever	0	['Дебора Энн Уолл', 'Люк Граймс']
2013	86	5.085	Презренный	Марк Джонс	Scorned	292	['АннаЛинн МакКорд', 'Билли Зейн']
2013	96	5.073	МакКаник	Джош С. Уоллер	McCanick	155	['Дэвид Морс', 'Кори Монтейт']
2012	84	5.067	Люби или завтра умри	Кристиан Чарльз	Love Sick Love	196	['Линдсэй Роуз Биндер', 'Джим Гэффиган']
2016	91	5.058	Просто потрясающе	Мэнди Флетчер	Absolutely Fabulous: The Movie	442	['Лулу', 'Гвендолин Кристи']
2013	0	0.0	12-12-12	Амир Бар-Лев	105 мин	0	['Джон Бон Джови', 'Эрик Клэптон']
2016	0	5.048	Корпорация «Страх»	Vincent Masciale	Fear	366	['Лукас Нефф', 'Кэйтлин Стэйси']
2012	89	5.044	Братишка	Ник Парада	Bro'	126	['Уилл Чавес', 'Бо Мэнли']
2014	95	0.0	Принцесса-воин	Баатарсурэнгийн Шуудэрцэцэг	Warrior Princess	0	['Баастын Батмэнд', 'Otgonjargal Davaasuren']
2015	102	0.0	Фрэнк и Синди	Гилберт Джон	Frank and Cindy	0	['Рене Руссо', 'Оливер Платт']
2013	107	0.0	Герцог	Энтони Гаудиозо	Duke	0	['Кармине Джовинаццо', 'Хэнк Харрис']
2012	0	0.0	Замена игры	Рел Дауделл	Changing the Game	0	['Шон Риггз', 'Ирма П. Холл']
2016	110	0.0	Автор: История Дж.Т. Лероя	Джефф Ферцейг	Author: The JT LeRoy Story	0	['Дж.Т. Лерой', 'Азия Ардженто']
2014	109	0.0	Рыбалка без сетей	Каттер Ходиерне	Fishing Without Nets	0	['Abdiwali Farrah', 'Эрик Годон']
2016	105	0.0	Гражданин солдат	Дэвид Салцберг	Citizen Soldier	0	['Jordan Alex', 'James Tyler Brown']
2012	0	0.0	Nightmare Fuel	Hilljack Parks	78 мин	0	['Джон Кори Стрингер', 'Кайла Перкинс']
2014	101	0.0	Бог-отец	Саймон Феллоуз	God the Father	0	['Том Бенедикт Найт', 'Аманда Фернандо Стивенс']
2014	0	0.0	Американец в Голливуде	Sai Varadan	An American in Hollywood	0	['Дж.Д. Уильямс', 'Хассан Джонсон']
2014	95	0.0	Вольная птица	Грегг Расселл	A Free Bird	0	['Расселл Дархэм Комегис', 'Карен Гордон']
2013	0	0.0	Slash	Джек Станис	79 мин	0	['Chris Kerr', 'Brianna Lilavois']
2016	93	4.974	Допрос	Стивен Рейнольдс	Interrogation	106	['Джулия Андерсон', 'Адам Коуплэнд']
2016	95	4.958	Это пистолет у тебя в кармане?	Мэтт Купер	Is That a Gun in Your Pocket?	146	['Андреа Андерс', 'Мэтт Пассмор']
2017	89	4.947	Спецназ: В осаде	Тони Гиглио	S.W.A.T.: Under Siege	187	['Сэм Джагер', 'Эдрианн Палики']
2015	91	0.0	Шоколадный город	Жан-Клод Ла Марр	Chocolate City	0	['Роберт Ричард', 'Вивика А. Фокс']
2013	98	4.933	Слабые проблески	Энтони Стац	Rushlights	152	['Бо Бриджес', 'Хейли Уэбб']
2012	90	4.93	Между нами	Дэн Мирвиш	Between Us	80	['Джулия Стайлз', 'Мелисса Джордж']
2013	110	0.0	Пять тринадцать	Кадер Аид	Five Thirteen	0	['Малик Барнхардт', 'Авелоуэнс Филлипс']
2013	92	4.916	Убей или умри	Джош С. Уоллер	Raze	456	['Зои Белл', 'Рэйчел Николс']
2013	78	0.0	Ночи Гаити	Кенья Мур	Haitian Nights	0	['Кенья Мур', 'Рудольф Муаз']
2016	91	4.899	Осатаневший	Абель Ван	Bedeviled	164	['Бонни Морган', 'Саксон Шарбино']
2012	0	0.0	Мы – вечеринка	Марио Ван Пиблз	We the Party	0	['Мандела Ван Пиблз', 'Симона Бэттл']
2015	90	4.896	Морской пехотинец 4 (видео)	Уильям Кауфман	The Marine 4: Moving Target	428	['Майк Мизанин', 'Мелисса Роксбур']
2017	120	4.88	Ужин	Орен Муверман	The Dinner	450	['Майкл Чернус', 'Тейлор Рэй Элмонта']
2012	90	4.876	Смерть со спецэффектами	Чарльз Мэттоу	Freaky Deaky	284	['Билли Бёрк', 'Кристиан Слэйтер']
2013	90	4.872	Покаяние	Филипп Кэлэнд	Repentance	327	['Форест Уитакер', 'Энтони Маки']
2013	102	4.87	Дом с призраками	Эрик Херт	House Hunting	402	['Марк Сингер', 'Арт ЛаФлёр']
2017	81	0.0	Весёлый ужин мамочек	Алетеа Джонс	Fun Mom Dinner	0	['Кэтрин Аселтон', 'Тони Коллетт']
2013	91	4.862	Миссионер	Энтони ДиБлази	Missionary	89	['Доун Оливери', 'Митч Райан']
2015	70	4.851	Память	Vladimir de Fontenay	Memoria	90	['Сэм Диллон', 'Томас Манн']
2016	88	4.836	Внутри	Фил Клэйдон	Crawlspace	111	['Майкл Вартан', 'Эрин Мориарти']
2016	90	0.0	Склеп	Крэйг Мосс	The Charnel House	0	['Надин Веласкес', 'Джо Кири']
2016	104	0.0	Гончие псы	Адам Коллис	Car Dogs	0	['Октавия Спенсер', 'Алессандра Торесон']
2012	85	0.0	Похоронные короли	Кевин МакМанус	Funeral Kings	0	['Дилан Хэртиган', 'Алекс Мэизус']
2013	90	0.0	1982	Томми Оливер	1982	0	['Уэйн Брэди', 'Боким Вудбайн']
2016	100	4.829	Чувство справедливости	Мира Менон	Equity	175	['Анна Ганн', 'Джеймс Пьюрфой']
2013	94	0.0	10 правил для тех, кто спит с кем попало	Лесли Грейф	10 Rules for Sleeping Around	0	['Таммин Сурсок', 'Вирджиния Уильямс']
2012	81	4.825	Ранчо 'Скинуокер'	Девин МакДжинн	Skinwalker Ranch	477	['Джон Грайз', 'Кайл Дэвис']
2013	96	4.823	Ожидание	М. Блаш	The Wait	254	['Джена Мэлоун', 'Хлоя Севиньи']
2016	97	0.0	Замечательная жизнь	Vohn Regensburger	A Remarkable Life	0	['Крис Бруно', 'Мари Авгеропулос']
2012	110	4.8	Джек и Дайан	Брэдли Руст Грэй	Jack & Diane	411	['Джуно Темпл', 'Джексон Нин']
2014	90	0.0	Ученики (видео)	Джо Холлоу	Disciples	0	['Том Лодевик', 'Линни Куигли']
2015	93	0.0	Похороны Бодхи	Мэттью МакДаффи	Burning Bodhi	0	['Саша Питерс', 'Кейли Куоко']
2014	93	0.0	Осиное гнездо	Дэвид Салцберг	The Hornet's Nest	0	['Frank Adamski', 'Ofren Arrechaga']
2015	92	4.793	Нам здесь не место	Пир Педерсен	We Don't Belong Here	140	['Кэтрин Кинер', 'Антон Ельчин']
2015	81	0.0	Что хочет Лола	Руперт Глассон	What Lola Wants	0	['Софи Лоу', 'Бо Напп']
2014	85	4.788	Амапола	Эухенио Санетти	Amapola	183	['Камилла Белль', 'Франсуа Арно']
2012	85	4.785	Всех порву!	Чадд Харбольд	Revenge for Jolly!	432	['Брайан Питсос', 'Кристен Уиг']
2012	95	4.778	Стенка на стенку	Марк Баччи	Five Hours South	61	['Джордан Бриджес', 'Кейт Наута']
2015	89	4.769	Одержимость Авы	Джордан Галлан	Ava's Possessions	177	['Луиса Краузе', 'Джемима Кёрк']
2012	78	4.768	Томпсоны	Митчелл Алтери	The Thompsons	382	['Кори Кнауф', 'Сэмюэл Чайлд']
2016	100	4.749	Джек отправляется домой	Томас Деккер	Jack Goes Home	212	['Рори Калкин', 'Бритт Робертсон']
2015	90	4.747	Дьявол	Лоуренс Рёк	Diablo	433	['Скотт Иствуд', 'Уолтон Гоггинс']
2014	96	4.743	Некая справедливость	Джорджо Серафини	A Certain Justice	258	['Кунг Ле', 'Дольф Лундгрен']
2015	91	4.743	Кровная месть	Джен Соска	Vendetta	245	['Дин Кэйн', 'Пол Уайт']
2014	100	4.734	Внешнее сходство	Ричард Грэй	The Lookalike	310	['Джастин Лонг', 'Джерри О’Коннелл']
2015	93	4.732	Мохаве	Уильям Монахэн	Mojave	478	['Оскар Айзек', 'Гаррет Хедлунд']
2016	82	4.727	Восстановление	Даррел Уит	Recovery	221	['Кирби Блисс Блэнтон', 'Рэйчел ДиПилло']
2014	102	0.0	Чёрный дрозд	Патрик-Йан Полк	Blackbird	0	['Моник', 'Джулиан Уокер']
2017	100	0.0	Я заберу твои деньги	Лаки МакКи	Blood Money	0	['Джон Кьюсак', 'Эллар Колтрейн']
2015	105	4.714	Любовь, как спорт	Эндрю Буджальски	Results	414	['Гай Пирс', 'Коби Смолдерс']
2013	83	4.695	В безопасности	Адам Бимер	In Security	100	['Итэн Эмбри', 'Майкл Глэдис']
2012	77	4.693	Халявщики	Дэн Розен	Freeloaders	133	['Джош Лоусон', 'Клифтон Коллинз мл.']
2012	84	0.0	То, что она сказала	Кэрри Престон	That's What She Said	0	['Энн Хеч', 'Марсия ДеБонис']
2016	90	4.683	Обратный отсчёт	Джон Стокуэлл	Countdown	223	['Ник Немет', 'Глен Джейкобс']
2013	100	4.676	Темный принц	Тео Пирри	Dracula: The Dark Prince	213	['Люк Робертс', 'Джон Войт']
2014	90	4.669	Свободное падение	Малек Аккад	Free Fall	135	['Д.Б. Суини', 'Сара Батлер']
2014	87	0.0	Рыдай сейчас	Альберто Барбоса	Cry Now	0	['Мигель Кабальеро', 'Илиана Картер']
2014	0	0.0	108 Stitches	Дэвид Раунтри	118 мин	0	['Брюс Дэвисон', 'Эрин Кехилл']
2014	0	0.0	Muffin Top: A Love Story	Катрин Мишон	97 мин	0	['Катрин Мишон', 'Марисса Джэрет Винокур']
2017	0	4.666	XX	Роксанна Бенжамин	80 мин	429	['Натали Браун', 'Джонатан Уоттон']
2014	101	4.656	Хороший человек (видео)	Киони Ваксман	A Good Man	389	['Стивен Сигал', 'Виктор Уэбстер']
2016	100	4.656	После Валькирии: Рассвет четвертого Рейха	Клаудио Фах	Beyond Valkyrie: Dawn of the 4th Reich	229	['Шон Патрик Флэнери', 'Том Сайзмор']
2016	73	4.654	Волки у двери	Джон Р. Леонетти	Wolves at the Door	207	['Кэти Кэссиди', 'Элизабет Хенстридж']
2017	108	0.0	Шоссе на озеро Хавасу	Джефф Джанке	Highway to Havasu	0	['Калеб Томас', 'Andrew Fromer']
2013	88	0.0	Мисс Набор номера	Дэвид Х. Штейнберг	Miss Dial	0	['Робин Ли', 'Сэм Джагер']
2015	90	4.636	Резня в парке аттракционов	Энди Палмер	The Funhouse Massacre	165	['Роберт Инглунд', 'Джер Бернс']
2017	84	0.0	Заговор на острове Джекилл	Арам Раппапорт	Jekyll Island	0	['Фрэнк Грилло', 'Минни Драйвер']
2013	102	4.628	Дом призраков	Виктор Сальва	Haunted	452	['Люк Клеинтенк', 'Энтони Рей']
2013	84	4.627	Недетский мульт: Укуренные	Бренден Чэмберс	Cheech & Chong's Animated Movie	166	['Томми Чонг', 'Чич Марин']
2013	89	4.615	Санаторий призраков	Брант Серсен	Sanatorium	177	['Дон Фанелли', 'Charlie Fersko']
2014	81	4.614	Летний лагерь	Альберто Марини	Summer Camp	377	['Диего Бонета', 'Джоселин Донахью']
2013	93	0.0	Камера хранения	Том ДеНуччи	Self Storage	0	['Эрик Робертс', 'Майкл Берриман']
2016	92	4.605	Офицер Доун	Шон Крэхан	Officer Downe	163	['Ким Коутс', 'Тайлер Росс']
2013	92	0.0	Ужасно приятно	Тодд Склар	Awful Nice	0	['Лаура Рэмси', 'Кристофер Мелони']
2016	81	0.0	Убить Хассельхоффа	Даррен Грант	Killing Hasselhoff	0	['Риз Дэрби', 'Рик Фокс']
2014	85	4.565	Операция 'Возмездие'	Брайан Клайд	Operation Rogue	169	['Марк Дакаскос', 'София Пернас']
2016	97	4.564	Брат-Природа	Османи Родригез	Brother Nature	121	['Таран Киллэм', 'Гиллиан Джейкобс']
2016	99	4.562	Снайпер: Воин призрак	Дон Майкл Пол	Sniper: Ghost Shooter	233	['Билли Зейн', 'Чад Коллинз']
2017	96	0.0	Дом рассады	Ди-Джей Пух	Grow House	0	['Малкольм МакДауэлл', 'Снуп Догг']
2012	77	0.0	Деревенское шоссе	Дэмон «Коук» Дэниелс	Hillbilly Highway	0	['Девин Коуплэнд', 'Роланд Пауэлл']
2015	92	4.545	Наёмник: Отпущение грехов (видео)	Киони Ваксман	Absolution	298	['Стивен Сигал', 'Байрон Манн']
2012	90	4.543	Морской пехотинец: Тыл (видео)	Скотт Вайпер	The Marine 3: Homefront	448	['Майк Мизанин', 'Нил МакДонаф']
2014	0	0.0	Hollows Grove	Craig Efros	81 мин	0	['Майкелти Уильямсон', 'Лэнс Хенриксен']
2014	0	0.0	Intramural	Эндрю Дисней	100 мин	0	['Джейк Лэси', 'Никки Рид']
2017	93	0.0	Вооружённый ответ	Джон Стокуэлл	Armed Response	0	['Уэсли Снайпс', 'Энн Хеч']
2014	93	4.505	Догонялки	Семен Райс	Unsullied	113	['Расти Джойнер', 'Мюррэй Грэй']
2015	0	0.0	Секс, смерть и боулинг	Элли Уокер	Sex	0	['Джошуа Раш', 'Эдриан Гренье']
2015	99	4.495	Суперстюард	Сэм Фридлендер	Larry Gaye: Renegade Male Flight Attendant	380	['Марк Фойерстин', 'Джессика Лаундс']
2014	103	4.485	Дикие лошади	Роберт Дювалл	Wild Horses	405	['Роберт Дювалл', 'Джеймс Франко']
2013	90	4.461	Подражатель	Ник Сэндоу	The Wannabe	315	['Патриция Аркетт', 'Майкл Империоли']
2013	100	4.461	Дьявол в деталях	Уэймон Бун	The Devil's in the Details	117	['Рэй Лиотта', 'Эмилио Ривера']
2014	95	0.0	Мой мужчина – неудачник	Майк Янг	My Man Is a Loser	0	['Майкл Рапапорт', 'Брайан Коллен']
2016	102	4.445	Равнины Меркурия	Чарльз Бурмейстер	Mercury Plains	226	['Скотт Иствуд', 'Анджела Сарафян']
2014	0	0.0	Asylum	Тодор Чапканов	93 мин	0	['Стивен Ри', 'Брюс Пэйн']
2015	85	4.436	Требуется сосед (видео)	Роб Марголис	Roommate Wanted	118	['Алекса ПенаВега', 'Спенсер Грэммер']
2017	96	4.43	Прикончи их всех	Питер Малота	Kill'em All	483	['Жан-Клод Ван Дамм', 'Петер Стормаре']
2015	89	0.0	Братская любовь	Джамал Хилл	Brotherly Love	0	['Кеке Палмер', 'Кори Хардрикт']
2017	100	0.0	Плохие дети отправляются в ад 2	Бен Браудер	Bad Kids of Crestview Academy	0	['Шон Эстин', 'Джина Гершон']
2013	92	0.0	Клетка славы	Эктор Эчаваррия	Chavez Cage of Glory	0	['Эктор Эчаваррия', 'Дэнни Трехо']
2013	92	4.41	Обман	Брайан Тренчард-Смит	Absolute Deception	207	['Кьюба Гудинг мл.', 'Эммануэль Вожье']
2014	100	4.401	Куколка	Джон Клейн	Chrysalis	184	['Сара Горски', 'Коул Саймон']
2016	83	0.0	Резня в торговом проходе 12	Джим Клок	Massacre on Aisle 12	0	['Чад Риджли', 'Майкл Буономо']
2017	100	0.0	Мертвец из Тумстоуна 2 (видео)	Роэль Рейн	Dead Again in Tombstone	0	['Дэнни Трехо', 'Джейк Бьюзи']
2013	81	4.387	Жертвенный лик	Chad Kinkle	Jug Face	329	['Шон Бриджерс', 'Лорен Эшли Картер']
2013	81	0.0	Выход в ад (видео)	Роберт Конуэй	Exit to Hell	0	['Кэйн Ходдер', 'Тиффани Шепис']
2014	89	4.347	Двойная игра	Джастин Стил	Gutshot Straight	473	['Джордж Идс', 'АннаЛинн МакКорд']
2012	80	4.343	Среди друзей	Даниэль Харрис	Among Friends	304	['Алисса Лобит', 'Дженнифер Бланк']
2016	109	0.0	Вижу лишь тебя	Марк Форстер	All I See Is You	0	['Блейк Лайвли', 'Джейсон Кларк']
2013	0	0.0	Ричард Прайор: Опустим логику	Марина Зенович	Richard Pryor: Omit the Logic	0	['Дэвид Бэнкс', 'Рона Баррет']
2014	88	0.0	Одержимость в старшей школе (ТВ)	Питер Салливан	High School Possession	0	['Дженнифер Стоун', 'Джанел Пэрриш']
2015	106	0.0	Корпорация 'Уингман'	Чоис Скиннер	Wingman Inc.	0	['Кристофер Тернер', 'Эрин Кехилл']
2013	0	0.0	Peace and Riot	Дэмион Стефенс		0	['Бен Сэвидж', 'Анна Фейл']
2014	86	0.0	Ангел-хранитель	Вахик Пирхамзей	Guardian Angel	0	['Вахик Пирхамзей', 'Боким Вудбайн']
2013	97	4.328	Гонка	Джорджо Серафини	Ambushed	487	['Дольф Лундгрен', 'Винни Джонс']
2013	80	4.322	Игра для убийц	Мэтт Эскандари	The Gauntlet	185	['Бай Лин', 'Уоррен Коул']
2017	92	4.293	Арсенал	Стивен С. Миллер	Arsenal	286	['Николас Кейдж', 'Джон Кьюсак']
2014	86	4.293	Местный	Аластер Орр	Indigenous	200	['Zachary Soetenga', 'Линдси МакКеон']
2016	106	0.0	Кодекс чести	Майкл Уинник	Code of Honor	0	['Стивен Сигал', 'Крэйг Шеффер']
2013	87	4.275	Красная линия	Роберт Кирбисон	Red Line	320	['Николь Гэйл Андерсон', 'Джон Биллингсли']
2014	85	4.272	Школа танца	Ник Кэннон	School Dance	180	['Патрик Варбертон', 'Уилмер Вальдеррама']
2015	87	0.0	Клубная жизнь	Фабрицио Конте	Club Life	0	['Джерри Феррара', 'Дэнни А. Абекейзер']
2013	81	0.0	36 святых	Эдди Дюран	36 Saints	0	['Фрэнки Джи', 'Джеффри Де Серрано']
2017	92	0.0	Правосудие	Ричард Габай	Justice	0	['Джексон Рэтбоун', 'Стивен Лэнг']
2014	80	0.0	Блэкджеки	Nicolas Aaron Mezzanatto	BlackJacks	0	['Кристина Анапау', 'Джеймс С. Бёрнс']
2015	83	4.221	Приключения Битл	Донна Робинсон	The Adventures of Beatle	84	['Эвер Кэррадайн', 'Мишель Хикс']
2012	80	4.212	Путешественник скорби	Сури Кришнамма	The Grief Tourist	81	['Мелани Гриффит', 'Майкл Кудлиц']
2013	108	4.187	Дом добра и зла	Дэвид Мун	House of Good and Evil	250	['Рэйчел Мари Льюис', 'Кристиан Оливер']
2013	74	4.18	Полуночная игра	А.Д. Кальво	The Midnight Game	132	['Рени Олстэд', 'Шелби Янг']
2012	105	4.171	Павшая империя	Алехо Мо-Сан	Hirokin	499	['Уэс Бентли', 'Джессика Зор']
2015	0	0.0	Ktown Cowboys	Daniel Park	81 мин	0	['Ронда Олдрич', 'Стив Бирн']
2012	89	4.158	Черная кобра (видео)	Скотт Донован	When the Cobra Strikes	87	['Кэри-Хироюки Тагава', 'Джефф Вульф']
2016	87	4.149	Под прицелом	Киони Ваксман	End of a Gun	176	['Стивен Сигал', 'Флорин Пьерсик мл.']
2017	88	4.145	Высота	Алекс Меркин	Altitude	198	['Дениз Ричардс', 'Джонатан Липники']
2016	90	4.143	Нарушенные обеты	Брэм Коппенс	Broken Vows	190	['Уэс Бентли', 'Джейми Александер']
2012	79	0.0	Паразит	Тим Мартин	Parasitic	0	['Камилль Бальзамо', 'Аманда Бек']
2013	90	4.139	Ни за что, Хосе	Адам Голдберг	No Way Jose	254	['Гиллиан Джейкобс', 'Эмили Осмент']
2015	90	4.135	Приговорённые 2: Охота в пустыне (видео)	Роэль Рейн	The Condemned 2	267	['Рэнди Ортон', 'Эрик Робертс']
2016	80	0.0	Списанный в резерв	Тимоти Вудворд мл.	Decommissioned	0	['Джонни Месснер', 'Винни Джонс']
2012	90	4.127	Угнанный	Брэндон Натт	Hijacked	369	['Рэнди Кутюр', 'Винни Джонс']
2014	95	4.113	Джулия	Мэттью А. Браун	Julia	252	['Эшли С. Уильямс', 'Тахина Тоцци-МакМанус']
2015	81	0.0	Пьяная свадьба	Ник Уайсс	Drunk Wedding	0	['Ник П. Росс', 'Дж.Р. Рамирез']
2017	90	0.0	Ненависть	Майкл Кехо	The Hatred	0	['Sarah Davenport', 'Эндрю Дивофф']
2015	95	4.075	Девушка на фотографиях	Ник Саймон	The Girl in the Photographs	372	['Кэл Пенн', 'Клаудия Ли']
2016	85	4.069	Сатанинский	Джеффри Дж. Хант	Satanic	200	['Сара Хайланд', 'Стивен Крюгер']
2012	88	4.068	Под кроватью	Стивен С. Миллер	Under the Bed	236	['Джонни Уэстон', 'Гэттлин Гриффит']
2017	90	4.066	План ограбления	Джейкоб Куни	Blue Line	248	['Том Сайзмор', 'Джордан Лэдд']
2012	86	0.0	Ты никто, пока тебя не убили	Майкл А. Пинкни	You're Nobody 'til Somebody Kills You	0	['Джеймс МакДэниэл', 'Майкл Мосли']
2014	96	4.049	Всем нужна Кэт 2	Джон Стокуэлл	Cat Run 2	294	['Скотт Мехловиц', 'Альфонсо МакОли']
2013	82	4.027	Грызущий ногти	Патрик Ри	Nailbiter	329	['Эрин МакГрейн', 'Meg Saricks']
2012	100	4.017	Отряд героев (видео)	Дон Майкл Пол	Company of Heroes	386	['Том Сайзмор', 'Чад Коллинз']
2014	98	4.016	Команда восемь: В тылу врага (видео)	Роэль Рейн	Seal Team Eight: Behind Enemy Lines	258	['Том Сайзмор', 'Лекс Шрэпнел']
2016	97	0.0	Игра асов	Damien Lay	Game of Aces	0	['Крис Клейн', 'Виктория Саммер']
2013	100	0.0	Миссия 'Парк'	Брайан Рамирес	Line of Duty	0	['Джереми Рэй Валдез', 'Уолтер Перес']
2012	91	0.0	Книга 1000 смертей	Андретти Данте	Book of 1000 Deaths	0	['Дезри Элида', 'Шавша Израэль']
2017	93	0.0	В поисках Феллини	Тарон Лекстон	In Search of Fellini	0	['Мария Белло', 'Ксения Соло']
2013	81	0.0	Взаперти	Enid Zentelis	Bottled Up	0	['Мелисса Лео', 'Марин Айрлэнд']
2015	0	0.0	Blue	Чарли Хадлстон	97 мин	0	['Drew Connick', 'Мишель Мартин']
2014	80	0.0	Закон Зары	Юха Вуолиоки	Zarra's Law	0	['Берт Янг', 'Брендан Фер']
2013	0	0.0	Reunion 108	Джеймс Сеттлс	118 мин	0	['Джастин Грэйс', 'Джек Малкэи']
2012	6	0.0	Коренгал	Chris Commons	Korengal	0	['Марк Кардуччи', 'Александр Ниметц']
2015	0	0.0	The Wolves of Savin Hill	John Beaton Hill	100 мин	0	['Дэвид Кули', 'Брайан Сканнелл']
2012	0	0.0	The Darkening	Джек Л. Янг	98 мин	0	['Ник Лейнг', 'Melissa Revels']
2012	0	0.0	Strange, Stranger	Daryush Shokof	95 мин	0	['Афшин Ахаван', 'Audibert Karlstedt Anthony Michael Dalip Hagen']
2014	0	0.0	Slash 2	Джек Станис	170 мин	0	['Pamela Ray Argandona', 'Michael Berdon']
2015	0	0.0	Freeway: Crack in the System	Марк Левин	103 мин	0	['André Douglas Pond Cummings', '842844']
2012	83	3.961	Спокойной ночи, малыши	Спенсер Парсонс	Saturday Morning Massacre	145	['Джонни Марс', 'Жозефин Декер']
2013	86	3.952	На грани безумия	Предраг Антониевич	Breaking at the Edge	117	['Ребекка Да Коста', 'Майло Вентимилья']
2013	100	0.0	Джейк в квадрате	Ховард Голдберг	Jake Squared	0	['Элиас Котеас', 'Дженнифер Джейсон Ли']
2015	93	0.0	Парень из комнаты 3Б	Трей Хейли	The Man in 3B	0	['Ламман Ракер', 'Кристиан Кийес']
2012	75	0.0	Арминель	Lance Dumais	Armynel	0	['Мариэль Гомсруд', 'Дэвид Новак']
2012	0	0.0	Periods.	Виктор Кинас	72 мин	0	['Филип Кинас', 'Элисон Файри']
2013	89	0.0	В темноте (ТВ)	Ричард Габай	In the Dark	0	['Элизабет Рём', 'Сэмюэл Пейдж']
2014	94	0.0	Смерть в Фейсбуке	Сара Смик	Friended to Death	0	['Райан Хансен', 'Джеймс Иммекус']
2015	82	3.852	Ублюдок	Powell Robinson	Bastard	133	['Ребека Кеннеди', 'Эллис Грир']
2017	93	3.843	Смертельные гонки 2050	Гилберт Джон	Death Race 2050	448	['Ману Беннетт', 'Малкольм МакДауэлл']
2012	90	3.817	Швартовка	Гленн Уитроу	The Mooring	164	['Халли Тодд', 'Томас Уилсон Браун']
2014	95	3.809	Отдельный номер	ЛазРаэль Лисон	Private Number	192	['Джадд Нельсон', 'Том Сайзмор']
2012	103	3.809	Резня женщин	Крис В. Фриман	Sorority Party Massacre	117	['Томас Дауни', 'Эд О’Росс']
2014	94	0.0	Короткая история распада	Майкл Марен	A Short History of Decay	0	['Эммануэль Шрики', 'Брайан Гринберг']
2015	89	3.798	Неестественный	Хэнк Брэкстэн	Unnatural	267	['Джеймс Римар', 'Шерилин Фенн']
2013	84	3.79	Охотники за духами	Бен Пейсер	Ghost Team One	261	['Карлос Сантос', 'Х.Р. Вильярреаль']
2016	82	3.784	Случайные связи	Закари Адлер	Casual Encounters	149	['Таран Киллэм', 'Бруклин Декер']
2015	91	3.783	Боевые свиньи	Райан Литтл	War Pigs	396	['Люк Госс', 'Дольф Лундгрен']
2012	94	3.782	Рыбаки	Мэтт Л. Локхарт	The Watermen	244	['Джейсон Мьюз', 'Ричард Рили']
2013	91	3.78	Смертельное падение (видео)	Р. Эллис Фрэзиер	Dead Drop	68	['Люк Госс', 'Коул Хаузер']
2015	88	3.777	Эффект эха	Кевин Каррауэй	Echo Effect	94	['Майкл Джей Уайт', 'Макс Райан']
2015	105	3.77	Дровосек	Джош Беар	Lumberjack Man	296	['Майкл Мэдсен', 'Сиара Флинн']
2017	98	0.0	Крест. Часть вторая: Двойной обман	Патрик Дархэм	Cross Wars	0	['Брайан Остин Грин', 'Дэнни Трехо']
2014	85	3.768	Будто призрак	Эндрю П. Джонс	Apparitional	118	['Джеффри Джонсон', 'Линара Вашингтон']
2013	89	3.758	Ритуал	Мики Китинг	Ritual	131	['Ларри Фессенден', 'Дерек Филлипс']
2013	88	0.0	Дети горя	Джордан МакКлюр	Children of Sorrow	0	['Билл Оберст мл.', 'Ханна Левиен']
2013	89	3.728	Белая футболка	Лэнс Фрэнк	White T	108	['Джерод Миксон', 'Джамал Миксон']
2014	94	0.0	Алтергейст	Теди Сарафьян	Altergeist	0	['Кристина Анапау', 'Марк Гапка']
2013	84	0.0	Дьявол позвонит	Джейсон Куадрадо	Devil May Call	0	['Корри Инглиш', 'Тайлер Мэйн']
2015	81	3.712	Кучерявая заложница	Джон Мэллори Ашер	Tooken	291	['Ли Тергесен', 'Рено Уилсон']
2015	95	3.693	Клиника страха	Роберт Холл	Fear Clinic	373	['Роберт Инглунд', 'Фиона Дуриф']
2012	82	3.673	Земля снежного человека	Стефон Стюарт	Bigfoot County	133	['Стефон Стюарт', 'Davee Youngblood']
2012	88	0.0	Удивительные приключения живого трупа	Джастин Пол Риттер	The Amazing Adventures of the Living Corpse	0	['Мария Олсен', 'Маршал Хилтон']
2012	90	0.0	Яркий: Мортон Дауни младший	Сет Крамер	Évocateur: The Morton Downey Jr. Movie	0	['Мортон Дауни мл.', 'Гленн Бек']
2012	86	3.665	Знамение Судного дня (ТВ)	Стивен Р. Монро	The 12 Disasters of Christmas	369	['Эд Куинн', 'Магда Апанович']
2015	79	3.62	Самоволка-72	Кристиан Сесма	AWOL-72	129	['Люк Госс', 'Хезер Руп']
2013	81	3.603	Фотолаборатория (видео)	Бритт Напье	Darkroom	232	['Элизабет Рём', 'Бритни Олдфорд']
2012	83	0.0	Нападение пятидесятифутовой чирлидерши	Кевин О’Нилл	Attack of the 50 Foot Cheerleader	0	['Шон Янг', 'Трит Уильямс']
2012	86	3.573	Озеро страха 4 (ТВ)	Дон Майкл Пол	Lake Placid: The Final Chapter	357	['Элизабет Рём', 'Янси Батлер']
