	director	duration_min	rating	vote_count	year	main_actors	name_rus	name_eng
228	Дэвид Литч	115	6.55	18685	2017	['Шарлиз Терон', 'Джеймс МакЭвой']	Взрывная блондинка	Atomic Blonde
229	Джон Туртурро	90	6.55	9614	2013	['Джон Туртурро', 'Вуди Аллен']	Под маской жиголо	Fading Gigolo
230	Макс Николс	86	6.5489999999999995	12428	2014	['Майлз Теллер', 'Анали Типтон']	Любовь с первого взгляда	Two Night Stand
231	Бен Луин	98	6.547999999999999	2772	2012	['Джон Хоукс', 'Хелен Хант']	Суррогат	The Sessions
232	Йоаким Триер	109	6.546	5057	2015	['Гэбриел Бирн', 'Изабель Юппер']	Громче, чем бомбы	Louder Than Bombs
233	Жаума Кольет-Серра	114	6.545	19629	2015	['Лиам Нисон', 'Юэль Киннаман']	Ночной беглец	Run All Night
234	Робин Суикорд	106	6.537999999999999	8382	2016	['Брайан Крэнстон', 'Йен Энтони Дэйл']	Во всем виноват енот	Wakefield
235	Уве Болл	102	6.537999999999999	5855	2013	['Доминик Пёрселл', 'Эрин Карплак']	Нападение на Уолл-стрит	Bailout: The Age of Greed
236	Джереми Солнье	90	6.5329999999999995	4391	2013	['Мэйкон Блэр', 'Девин Рэтрей']	Катастрофа	Blue Ruin
237	Линн Шелтон	99	6.53	26805	2014	['Кира Найтли', 'Хлоя Грейс Морец']	Детка	Laggies
238	Ариэль Вромен	105	6.529	7102	2012	['Майкл Шеннон', 'Вайнона Райдер']	Ледяной	The Iceman
239	Скотт Купер	116	6.528	12831	2013	['Кристиан Бэйл', 'Вуди Харрельсон']	Из пекла	Out of the Furnace
240	Ноа Баумбак	84	6.528	3847	2015	['Грета Гервиг', 'Лола Кёрк']	Госпожа Америка	Mistress America
241	Майкл Полиш	100	6.528	665	2013	['Жан-Марк Барр', 'Кейт Босворт']	Биг-Сюр	Big Sur
242	Тейт Тейлор	112	6.525	52536	2016	['Эмили Блант', 'Хейли Беннетт']	Девушка в поезде	The Girl on the Train
243	Дэвид Гордон Грин	94	6.525	3613	2013	['Пол Радд', 'Эмиль Хирш']	Властелин разметки	Prince Avalanche
244	Федерико Альварес	88	6.522	37188	2015	['Стивен Лэнг', 'Джейн Леви']	Не дыши	Don't Breathe
245	Адам Вингард	95	6.52	13773	2013	['Дэн Стивенс', 'Майка Монро']	Гость	The Guest
246	Марк Уильямс	108	6.52	6326	2016	['Элисон Бри', 'Джерард Батлер']	Охотник с Уолл-стрит	The Headhunter's Calling
247	Нед Бенсон	123	6.52	5225	2014	['Джеймс МакЭвой', 'Джессика Честейн']	Исчезновение Элеанор Ригби	The Disappearance of Eleanor Rigby: Them
248	Джеймс Шеймус	110	6.519	1566	2016	['Логан Лерман', 'Сара Гадон']	Возмущение	Indignation
249	Гас Ван Сент	106	6.518	3225	2012	['Мэтт Дэймон', 'Бенжамин Шилер']	Земля обетованная	Promised Land
250	Грегг Араки	91	6.517	7461	2014	['Шейлин Вудли', 'Ева Грин']	Белая птица в метели	White Bird in a Blizzard
251	Гэри Росс	139	6.511	4254	2016	['Мэттью МакКонахи', 'Гугу Эмбата-Ро']	Свободный штат Джонса	Free State of Jones
252	Александр Ажа	120	6.51	28272	2013	['Дэниэл Рэдклифф', 'Джуно Темпл']	Рога	Horns
253	Бен Аффлек	129	6.497000000000001	20421	2016	['Бен Аффлек', 'Крис Мессина']	Закон ночи	Live by Night
254	Беннетт Миллер	129	6.494	27059	2014	['Стив Карелл', 'Ченнинг Татум']	Охотник на лис	Foxcatcher
255	Клинт Иствуд	134	6.4879999999999995	1294	2014	['Джон Ллойд Янг', 'Эрих Берген']	Парни из Джерси	Jersey Boys
256	Кристиан Диттер	110	6.481	28237	2016	['Дакота Джонсон', 'Ребел Уилсон']	В активном поиске	How to Be Single
257	Билли Боб Торнтон	121	6.476	1364	2012	['Роберт Дювалл', 'Джон Хёрт']	Машина Джейн Мэнсфилд	Jayne Mansfield's Car
258	Антонио Кампос	119	6.475	1052	2016	['Ребекка Холл', 'Майкл С. Холл']	Кристин	Christine
259	Крэйг Джонсон	93	6.473	2077	2014	['Билл Хейдер', 'Кристен Уиг']	Близнецы	The Skeleton Twins
260	Ларри Чарльз	83	6.472	66778	2012	['Саша Барон Коэн', 'Анна Фэрис']	Диктатор	The Dictator
261	Даниэль Эспиноса	103	6.472	58814	2017	['Хироюки Санада', 'Райан Рейнольдс']	Живое	Life
262	Даниэль Штамм	88	6.472	22950	2013	['Марк Веббер', 'Рутина Уэсли']	13 грехов	13 Sins
263	Кен Куопис	104	6.468999999999999	2279	2015	['Роберт Редфорд', 'Ник Нолти']	Прогулка по лесам	A Walk in the Woods
264	Тодд Филлипс	100	6.4670000000000005	85010	2013	['Брэдли Купер', 'Эд Хелмс']	Мальчишник: Часть III	The Hangover Part III
265	Джон Фрэнсис Дейли	99	6.4670000000000005	40219	2015	['Эд Хелмс', 'Кристина Эпплгейт']	Каникулы	Vacation
266	Уолтер Саллес	140	6.4670000000000005	19959	2012	['Гаррет Хедлунд', 'Сэм Райли']	На дороге	On the Road
267	Джастин Чадвик	107	6.455	2262	2017	['Алисия Викандер', 'Дэйн ДеХаан']	Тюльпанная лихорадка	Tulip Fever
268	Дуглас Арниокоски	84	6.443	5031	2013	['Пас де ла Уэрта', 'Катрина Боуден']	Медсестра	Nurse 3-D
269	Изабель Койшет	90	6.442	524	2014	['Патришия Кларксон', 'Бен Кингсли']	Уроки вождения	Learning to Drive
270	Бэрри Баттлс	98	6.441	2827	2012	['Клейн Кроуфорд', 'Дэниэл Кадмор']	Бэйтаун вне закона	The Baytown Outlaws
271	Джеймс Вандербилт	125	6.441	580	2015	['Кейт Бланшетт', 'Роберт Редфорд']	Правда	Truth
272	Гийом Кане	128	6.438	1986	2013	['Клайв Оуэн', 'Билли Крудап']	Кровные узы	Blood Ties
273	Джеймс ДеМонако	103	6.434	28809	2014	['Фрэнк Грилло', 'Кармен Эджого']	Судная ночь 2	The Purge: Anarchy
274	Уэйн Крэймер	112	6.434	6338	2013	['Мэтт Диллон', 'Брендан Фрейзер']	Хроники ломбарда	Pawn Shop Chronicles
275	Майкл Бэй	129	6.426	69272	2013	['Марк Уолберг', 'Дуэйн Джонсон']	Кровью и потом: Анаболики	Pain & Gain
276	Джим Микл	110	6.426	5185	2014	['Майкл С. Холл', 'Сэм Шепард']	Холод в июле	Cold in July
277	Майк Флэнеган	105	6.422999999999999	34299	2013	['Карен Гиллан', 'Брентон Туэйтс']	Окулус	Oculus
278	Синдзи Арамаки	89	6.422999999999999	2983	2012	['Люси Кристиан', 'Дэвид Матранга']	Звездный десант: Вторжение	Starship Troopers: Invasion
279	Ричард Линклейтер	117	6.421	7776	2016	['Блейк Дженнер', 'Джастон Стрит']	Каждому своё	Everybody Wants Some!!
280	Роб Эпштейн	89	6.417000000000001	13123	2013	['Аманда Сайфред', 'Питер Сарсгаард']	Лавлэйс	Lovelace
281	Акива Шаффер	86	6.412999999999999	2602	2016	['Энди Сэмберг', 'Йорма Такконе']	Поп-звезда: не переставай, не останавливайся	Popstar: Never Stop Never Stopping
282	Джоэл Эдгертон	103	6.41	21236	2015	['Джейсон Бейтман', 'Ребекка Холл']	Подарок	The Gift
283	Фернанду Мейреллиш	110	6.41	4452	2012	['Луция Сипосова', 'Габриэла Марчинкова']	Калейдоскоп любви	360
284	Данте Ариола	104	6.41	1489	2012	['Колин Фёрт', 'Эмили Блант']	Артур Ньюман	Arthur Newman
285	Луи Летерье	83	6.4079999999999995	44422	2016	['Саша Барон Коэн', 'Марк Стронг']	Братья из Гримсби	Grimsby
286	Спайк Ли	104	6.4079999999999995	24156	2013	['Джош Бролин', 'Шарлто Копли']	Олдбой	Oldboy
287	Гленн Фикарра	112	6.403	5915	2016	['Тина Фей', 'Марго Робби']	Репортерша	Whiskey Tango Foxtrot
288	Рэймонд Де Фелитта	100	6.403	3983	2013	['Майкл Питт', 'Нина Арианда']	Гангста Love	Rob the Mob
289	Скотт Фрэнк	114	6.402	19790	2014	['Лиам Нисон', 'Дэн Стивенс']	Прогулка среди могил	A Walk Among the Tombstones
290	Джесси Цвик	99	6.401	837	2014	['Нэйт Паркер', 'Джейсон Риттер']	Про Алекса	About Alex
291	Кайл Патрик Альварез	122	6.398	3741	2015	['Билли Крудап', 'Майкл Ангарано']	Стэнфордский тюремный эксперимент	The Stanford Prison Experiment
292	Джон Гамбург	111	6.397	45980	2016	['Брайан Крэнстон', 'Джеймс Франко']	Почему он?	Why Him?
293	Кортни Кокс	95	6.394	3259	2013	['Шонн Уильям Скотт', 'Оливия Тирлби']	Прежде чем я уйду	Just Before I Go
294	Даг Эллин	104	6.385	15221	2015	['Кевин Коннолли', 'Эдриан Гренье']	Антураж	Entourage
295	Майкл Куэста	112	6.369	6248	2014	['Джереми Реннер', 'Мэри Элизабет Уинстэд']	Убить гонца	Kill the Messenger
296	Колин Треворроу	85	6.367000000000001	5371	2012	['Обри Плаза', 'Марк Дюпласс']	Безопасность не гарантируется	Safety Not Guaranteed
